,word,target
16014,cumbersome,Positive
16015,cunt,Positive
16016,cunts,Positive
16017,curse,Positive
16018,cursed,Positive
16019,curses,Positive
16020,curt,Positive
16021,cuss,Positive
16022,cussed,Positive
16023,cutthroat,Positive
16024,cutting,Positive
16025,cynical,Positive
16026,cynicism,Positive
16027,daft,Positive
16028,daimon,Positive
16029,damage,Positive
16030,damaged,Positive
16031,damages,Positive
16032,damaging,Positive
16033,damn,Positive
16034,damnable,Positive
16035,damnably,Positive
16036,damnation,Positive
16037,damned,Positive
16038,damning,Positive
16039,damper,Positive
16040,danger,Positive
16041,dangerous,Positive
16042,dangerousness,Positive
16043,dank,Positive
16044,dantean,Positive
16045,daredevil,Positive
16046,dark,Positive
16047,darken,Positive
16048,darkened,Positive
16049,darker,Positive
16050,darkness,Positive
16051,darn,Positive
16052,dastard,Positive
16053,dastardly,Positive
16054,daunt,Positive
16055,daunting,Positive
16056,dauntingly,Positive
16057,dawdle,Positive
16058,daze,Positive
16059,dazed,Positive
16060,dead,Positive
16061,deadbeat,Positive
16062,deadlock,Positive
16063,deadly,Positive
16064,deadweight,Positive
16065,deaf,Positive
16066,dearth,Positive
16067,death,Positive
16068,debacle,Positive
16069,debase,Positive
16070,debasement,Positive
16071,debaser,Positive
16072,debatable,Positive
16073,debauch,Positive
16074,debaucher,Positive
16075,debauchery,Positive
16076,debilitate,Positive
16077,debilitating,Positive
16078,debility,Positive
16079,debt,Positive
16080,debts,Positive
16081,decadence,Positive
16082,decadent,Positive
16083,decay,Positive
16084,decayed,Positive
16085,decaying,Positive
16086,deceit,Positive
16087,deceitful,Positive
16088,deceitfully,Positive
16089,deceitfulness,Positive
16090,deceive,Positive
16091,deceiver,Positive
16092,deceivers,Positive
16093,deceiving,Positive
16094,deception,Positive
16095,deceptive,Positive
16096,deceptively,Positive
16097,declaim,Positive
16098,decline,Positive
16099,declines,Positive
16100,declining,Positive
16101,decrement,Positive
16102,decrepit,Positive
16103,decrepitude,Positive
16104,decry,Positive
16105,defamation,Positive
16106,defamations,Positive
16107,defamatory,Positive
16108,defame,Positive
16109,defect,Positive
16110,defective,Positive
16111,defects,Positive
16112,defensive,Positive
16113,defiance,Positive
16114,defiant,Positive
16115,defiantly,Positive
16116,deficiencies,Positive
16117,deficiency,Positive
16118,deficient,Positive
16119,defile,Positive
16120,defiler,Positive
16121,deform,Positive
16122,deformed,Positive
16123,defrauding,Positive
16124,defunct,Positive
16125,defy,Positive
16126,degenerate,Positive
16127,degenerately,Positive
16128,degeneration,Positive
16129,degradation,Positive
16130,degrade,Positive
16131,degrading,Positive
16132,degradingly,Positive
16133,dehumanization,Positive
16134,dehumanize,Positive
16135,deign,Positive
16136,deject,Positive
16137,dejected,Positive
16138,dejectedly,Positive
16139,dejection,Positive
16140,delay,Positive
16141,delayed,Positive
16142,delaying,Positive
16143,delays,Positive
16144,delinquency,Positive
16145,delinquent,Positive
16146,delirious,Positive
16147,delirium,Positive
16148,delude,Positive
16149,deluded,Positive
16150,deluge,Positive
16151,delusion,Positive
16152,delusional,Positive
16153,delusions,Positive
16154,demanding,Positive
16155,demean,Positive
16156,demeaning,Positive
16157,demented,Positive
16158,demential,Positive
16159,demise,Positive
16160,demolish,Positive
16161,demolisher,Positive
16162,demon,Positive
16163,demoniac,Positive
16164,demonic,Positive
16165,demonize,Positive
16166,demonized,Positive
16167,demonizes,Positive
16168,demonizing,Positive
16169,demonologist,Positive
16170,demoralize,Positive
16171,demoralizing,Positive
16172,demoralizingly,Positive
16173,denial,Positive
16174,denied,Positive
16175,denies,Positive
16176,denigrate,Positive
16177,denounce,Positive
16178,dense,Positive
16179,dent,Positive
16180,dented,Positive
16181,dents,Positive
16182,denunciate,Positive
16183,denunciation,Positive
16184,denunciations,Positive
16185,deny,Positive
16186,denying,Positive
16187,deplete,Positive
16188,deplorable,Positive
16189,deplorably,Positive
16190,deplore,Positive
16191,deploring,Positive
16192,deploringly,Positive
16193,deprave,Positive
16194,depraved,Positive
16195,depravedly,Positive
16196,deprecate,Positive
16197,depress,Positive
16198,depressed,Positive
16199,depressing,Positive
16200,depressingly,Positive
16201,depression,Positive
16202,depressions,Positive
16203,depressive,Positive
16204,deprive,Positive
16205,deprived,Positive
16206,deride,Positive
16207,derision,Positive
16208,derisive,Positive
16209,derisively,Positive
16210,derisiveness,Positive
16211,derogatory,Positive
16212,desecrate,Positive
16213,desert,Positive
16214,desertion,Positive
16215,desiccate,Positive
16216,desiccated,Positive
16217,desolate,Positive
16218,desolately,Positive
16219,desolation,Positive
16220,despair,Positive
16221,despairing,Positive
16222,despairingly,Positive
16223,desperate,Positive
16224,desperately,Positive
16225,desperation,Positive
16226,despicable,Positive
16227,despicably,Positive
16228,despise,Positive
16229,despised,Positive
16230,despiteful,Positive
16231,despiteous,Positive
16232,despoil,Positive
16233,despoiler,Positive
16234,despondence,Positive
16235,despondency,Positive
16236,despondent,Positive
16237,despondently,Positive
16238,despot,Positive
16239,despotic,Positive
16240,despotism,Positive
16241,destitute,Positive
16242,destitution,Positive
16243,destroy,Positive
16244,destroyer,Positive
16245,destruction,Positive
16246,destructive,Positive
16247,desultory,Positive
16248,detached,Positive
16249,deter,Positive
16250,deteriorate,Positive
16251,deteriorating,Positive
16252,deterioration,Positive
16253,deterrent,Positive
16254,detest,Positive
16255,detestable,Positive
16256,detestably,Positive
16257,detested,Positive
16258,detesting,Positive
16259,detests,Positive
16260,detract,Positive
16261,detracted,Positive
16262,detracting,Positive
16263,detraction,Positive
16264,detracts,Positive
16265,detriment,Positive
16266,detrimental,Positive
16267,deuced,Positive
16268,devastate,Positive
16269,devastated,Positive
16270,devastates,Positive
16271,devastating,Positive
16272,devastatingly,Positive
16273,devastation,Positive
16274,deviant,Positive
16275,deviate,Positive
16276,deviation,Positive
16277,devil,Positive
16278,devilish,Positive
16279,devilishly,Positive
16280,devilment,Positive
16281,devilry,Positive
16282,devious,Positive
16283,deviously,Positive
16284,deviousness,Positive
16285,devoid,Positive
16286,diabolic,Positive
16287,diabolical,Positive
16288,diabolically,Positive
16289,diametrically,Positive
16290,diatribe,Positive
16291,diatribes,Positive
16292,dick,Positive
16293,dictator,Positive
16294,dictatorial,Positive
16295,die,Positive
16296,die-hard,Positive
16297,died,Positive
16298,dies,Positive
16299,difficult,Positive
16300,difficulties,Positive
16301,difficulty,Positive
16302,diffidence,Positive
16303,dilapidated,Positive
16304,dilemma,Positive
16305,dilly-dally,Positive
16306,dim,Positive
16307,dim-witted,Positive
16308,diminished,Positive
16309,dimmer,Positive
16310,ding,Positive
16311,dings,Positive
16312,dingy,Positive
16313,dinky,Positive
16314,dippy,Positive
16315,dire,Positive
16316,direful,Positive
16317,direly,Positive
16318,direness,Positive
16319,dirt,Positive
16320,dirty,Positive
16321,disable,Positive
16322,disabled,Positive
16323,disaccord,Positive
16324,disadvantage,Positive
16325,disadvantaged,Positive
16326,disadvantageous,Positive
16327,disadvantages,Positive
16328,disaffect,Positive
16329,disaffected,Positive
16330,disaffirm,Positive
16331,disagree,Positive
16332,disagreeable,Positive
16333,disagreeably,Positive
16334,disagreed,Positive
16335,disagreeing,Positive
16336,disagreement,Positive
16337,disagrees,Positive
16338,disallow,Positive
16339,disappoint,Positive
16340,disappointed,Positive
16341,disappointing,Positive
16342,disappointingly,Positive
16343,disappointment,Positive
16344,disappointments,Positive
16345,disappoints,Positive
16346,disapprobation,Positive
16347,disapproval,Positive
16348,disapprove,Positive
16349,disapproving,Positive
16350,disarm,Positive
16351,disarray,Positive
16352,disaster,Positive
16353,disastrous,Positive
16354,disastrously,Positive
16355,disavow,Positive
16356,disavowal,Positive
16357,disbelief,Positive
16358,disbelieve,Positive
16359,disbeliever,Positive
16360,disclaim,Positive
16361,discombobulate,Positive
16362,discomfit,Positive
16363,discomfitdiscomfort,Positive
16364,discomfort,Positive
16365,discompose,Positive
16366,disconcert,Positive
16367,disconcerted,Positive
16368,disconcerting,Positive
16369,disconcertingly,Positive
16370,disconsolate,Positive
16371,disconsolately,Positive
16372,disconsolation,Positive
16373,discontent,Positive
16374,discontented,Positive
16375,discontentedly,Positive
16376,discontinued,Positive
16377,discontinuity,Positive
16378,discontinuous,Positive
16379,discord,Positive
16380,discordance,Positive
16381,discordant,Positive
16382,discountenance,Positive
16383,discourage,Positive
16384,discouragement,Positive
16385,discouraging,Positive
16386,discouragingly,Positive
16387,discourteous,Positive
16388,discourteously,Positive
16389,discredit,Positive
16390,discrepant,Positive
16391,discriminate,Positive
16392,discriminating,Positive
16393,discrimination,Positive
16394,discriminative,Positive
16395,discriminatory,Positive
16396,disdain,Positive
16397,disdained,Positive
16398,disdainful,Positive
16399,disdainfully,Positive
16400,disease,Positive
16401,disenchanted,Positive
16402,disengaged,Positive
16403,disfavor,Positive
16404,disgrace,Positive
16405,disgraced,Positive
16406,disgraceful,Positive
16407,disgracefully,Positive
16408,disgruntle,Positive
16409,disgruntled,Positive
16410,disgust,Positive
16411,disgusted,Positive
16412,disgustedly,Positive
16413,disgustful,Positive
16414,disgustfully,Positive
16415,disgusting,Positive
16416,disgustingly,Positive
16417,dishearten,Positive
16418,disheartening,Positive
16419,dishearteningly,Positive
16420,disheveled,Positive
16421,dishonest,Positive
16422,dishonestly,Positive
16423,dishonesty,Positive
16424,dishonor,Positive
16425,dishonorable,Positive
16426,disillusion,Positive
16427,disillusioned,Positive
16428,disillusionment,Positive
16429,disillusions,Positive
16430,disinclination,Positive
16431,disinclined,Positive
16432,disingenuous,Positive
16433,disingenuously,Positive
16434,disintegrate,Positive
16435,disintegrated,Positive
16436,disintegrates,Positive
16437,disintegration,Positive
16438,disinterest,Positive
16439,disinterested,Positive
16440,dislikable,Positive
16441,dislike,Positive
16442,disliked,Positive
16443,dislikes,Positive
16444,disliking,Positive
16445,dislocated,Positive
16446,disloyal,Positive
16447,disloyalty,Positive
16448,dismal,Positive
16449,dismally,Positive
16450,dismalness,Positive
16451,dismay,Positive
16452,dismayed,Positive
16453,dismaying,Positive
16454,dismayingly,Positive
16455,dismissive,Positive
16456,dismissively,Positive
16457,disobedience,Positive
16458,disobedient,Positive
16459,disobey,Positive
16460,disorder,Positive
16461,disordered,Positive
16462,disorderly,Positive
16463,disorganized,Positive
16464,disorient,Positive
16465,disoriented,Positive
16466,disown,Positive
16467,disparage,Positive
16468,disparaging,Positive
16469,disparagingly,Positive
16470,disparate,Positive
16471,dispassionate,Positive
16472,dispensable,Positive
16473,dispirit,Positive
16474,dispirited,Positive
16475,dispiritedly,Positive
16476,dispiriting,Positive
16477,displace,Positive
16478,displaced,Positive
16479,displease,Positive
16480,displeased,Positive
16481,displeasing,Positive
16482,displeasure,Positive
16483,disproportionate,Positive
16484,disprove,Positive
16485,disputable,Positive
16486,dispute,Positive
16487,disputed,Positive
16488,disquiet,Positive
16489,disquieting,Positive
16490,disquietingly,Positive
16491,disquietude,Positive
16492,disregard,Positive
16493,disregardful,Positive
16494,disreputable,Positive
16495,disrepute,Positive
16496,disrespect,Positive
16497,disrespectable,Positive
16498,disrespectful,Positive
16499,disrespectfully,Positive
16500,disrespectfulness,Positive
16501,disrespecting,Positive
16502,disrupt,Positive
16503,disruption,Positive
16504,disruptive,Positive
16505,dissatisfaction,Positive
16506,dissatisfactory,Positive
16507,dissatisfied,Positive
16508,dissatisfies,Positive
16509,dissatisfy,Positive
16510,dissatisfying,Positive
16511,dissed,Positive
16512,dissemble,Positive
16513,dissembler,Positive
16514,dissension,Positive
16515,dissent,Positive
16516,dissenter,Positive
16517,dissention,Positive
16518,disservice,Positive
16519,disses,Positive
16520,dissidence,Positive
16521,dissident,Positive
16522,dissidents,Positive
16523,dissing,Positive
16524,dissocial,Positive
16525,dissolute,Positive
16526,dissolution,Positive
16527,dissonance,Positive
16528,dissonant,Positive
16529,dissonantly,Positive
16530,dissuade,Positive
16531,dissuasive,Positive
16532,distains,Positive
16533,distaste,Positive
16534,distasteful,Positive
16535,distastefully,Positive
16536,distort,Positive
16537,distorted,Positive
16538,distortion,Positive
16539,distorts,Positive
16540,distract,Positive
16541,distracted,Positive
16542,distracting,Positive
16543,distraction,Positive
16544,distraught,Positive
16545,distraughtly,Positive
16546,distress,Positive
16547,distressed,Positive
16548,distressful,Positive
16549,distressing,Positive
16550,distressingly,Positive
16551,distrust,Positive
16552,distrustful,Positive
16553,distrusting,Positive
16554,disturb,Positive
16555,disturbance,Positive
16556,disturbed,Positive
16557,disturbing,Positive
16558,disturbingly,Positive
16559,disunity,Positive
16560,disvalue,Positive
16561,ditzy,Positive
16562,divergent,Positive
16563,diverting,Positive
16564,divine,Positive
16565,divisive,Positive
16566,divisively,Positive
16567,divisiveness,Positive
16568,dizzy,Positive
16569,doddering,Positive
16570,dodgy,Positive
16571,dogged,Positive
16572,doggedly,Positive
16573,dogmatic,Positive
16574,doldrums,Positive
16575,dolt,Positive
16576,domineer,Positive
16577,domineering,Positive
16578,don't,Positive
16579,doom,Positive
16580,doomed,Positive
16581,doomful,Positive
16582,doomsday,Positive
16583,doomy,Positive
16584,dope,Positive
16585,dorky,Positive
16586,dotty,Positive
16587,double-faced,Positive
16588,doubt,Positive
16589,doubtful,Positive
16590,doubtfully,Positive
16591,doubting,Positive
16592,doubts,Positive
16593,douchebag,Positive
16594,douchebags,Positive
16595,dour,Positive
16596,dowdy,Positive
16597,down,Positive
16598,down-and-out,Positive
16599,downbeat,Positive
16600,downcast,Positive
16601,downer,Positive
16602,downfall,Positive
16603,downfallen,Positive
16604,downgrade,Positive
16605,downhearted,Positive
16606,downheartedly,Positive
16607,downhill,Positive
16608,downside,Positive
16609,downsides,Positive
16610,downturn,Positive
16611,downturns,Positive
16612,downy,Positive
16613,dozy,Positive
16614,drab,Positive
16615,draconian,Positive
16616,draconic,Positive
16617,drag,Positive
16618,dragged,Positive
16619,dragging,Positive
16620,dragoon,Positive
16621,drags,Positive
16622,drain,Positive
16623,drained,Positive
16624,draining,Positive
16625,drains,Positive
16626,drastic,Positive
16627,drastically,Positive
16628,drawback,Positive
16629,drawbacks,Positive
16630,dread,Positive
16631,dreadful,Positive
16632,dreadfully,Positive
16633,dreadfulness,Positive
16634,dreary,Positive
16635,dripped,Positive
16636,dripping,Positive
16637,drippy,Positive
16638,drips,Positive
16639,drones,Positive
16640,droop,Positive
16641,droops,Positive
16642,droopy,Positive
